video_id,title,url,view_count,genre,country
gJBHUA2XcfA,FOUR TOPS  Right on Brother 70s Soul,https://www.youtube.com/watch?v=gJBHUA2XcfA,6394,soul,Unknown
UBrmjeEYwE4,[Mini Mix] SOUL 70s SPECIAL VERSION,https://www.youtube.com/watch?v=UBrmjeEYwE4,1198,soul,Unknown
qBpRcahoZts,Do you miss 70s–80s?🎵Soul/Funk Groove/R&B Night Vibes Inspired | Lost In The Masquerade,https://www.youtube.com/watch?v=qBpRcahoZts,946,soul,Unknown
KEBfabKNSew,That Vindaloo Made Me Follow Through - Bobo Bojangles (rare 1970's soul vinyl),https://www.youtube.com/watch?v=KEBfabKNSew,837,soul,Unknown
n2tkx42U-SM,David Ruffin - Questions  70s Moderm Soul  Motown Soul Tamla,https://www.youtube.com/watch?v=n2tkx42U-SM,990,soul,Unknown
PGlzVTlvgvk,"10 Records for Soul Lovers, you should check out #vinylcommunity #soul #love #music",https://www.youtube.com/watch?v=PGlzVTlvgvk,2320,soul,Unknown
5mr40Tfbha8,Rare Soul 45 Swiss Movement – I Wish Our Love Would Last Forever,https://www.youtube.com/watch?v=5mr40Tfbha8,230,soul,Unknown
uaTRSKQHJyI,Soul Country Funk 70s vibe Good Mood Mix.,https://www.youtube.com/watch?v=uaTRSKQHJyI,123,soul,Unknown
c3Nqy7WHaLo,"Rare Soul Disco Funk 12""  Vance And Suzzanne - I Can't Get Along Without You",https://www.youtube.com/watch?v=c3Nqy7WHaLo,485,soul,Unknown
NdltVX6tBnA,"Raz 45s 1970s Soul, Funk and Disco",https://www.youtube.com/watch?v=NdltVX6tBnA,6118,soul,Unknown
cPtPuMCypGg,Rare Soul Disco Funk 45 Solid Gold Revue ft Ray Crumley - She's So Good,https://www.youtube.com/watch?v=cPtPuMCypGg,522,soul,Unknown
FvLxdtdzBDs,The J's - When Did You Stop - Dante 966     Northern Soul 1970s,https://www.youtube.com/watch?v=FvLxdtdzBDs,249,soul,Unknown
BiKYeolzloM,Avis - Simple Things - 70's Soul,https://www.youtube.com/watch?v=BiKYeolzloM,35,soul,Unknown
FnE3DUslHic,Rare  1970 Garcia 2A deep soul and   concert tone $999 obo,https://www.youtube.com/watch?v=FnE3DUslHic,286,soul,Unknown
W7y3nfgNook,SWEET SOUL SELECTION !   ( 15 MINUTES - CLASSIC & RARE SOUL RECORDS ),https://www.youtube.com/watch?v=W7y3nfgNook,346,soul,Unknown
lhSCigz2qSk,SOUL FUNK 70s SPECIAL SAMPLED,https://www.youtube.com/watch?v=lhSCigz2qSk,5122,soul,Unknown
hMLPi_0ETNY,The Soul of 1970s Harlem as Seen Through Jack Garofalo’s Camera  | RARE Historical Photos,https://www.youtube.com/watch?v=hMLPi_0ETNY,201,soul,Unknown
yjiUlZ5RNmI,🎵 Style Isaac Hayes - Shadows of Your Love | 70s Orchestral Soul Ballad,https://www.youtube.com/watch?v=yjiUlZ5RNmI,33083,soul,Unknown
sm2XKHYiSI8,Rare Modern Soul Gospel LP Prophecy - Somebodys Watching You,https://www.youtube.com/watch?v=sm2XKHYiSI8,605,soul,Unknown
aStBUFdiq2c,Rare Gospel Soul LP The Dynamic Echoes - When He Comes Back,https://www.youtube.com/watch?v=aStBUFdiq2c,415,soul,Unknown
VEqCFsystaw,Rare Soul Disco Funk 45 Pro-Fascination - Try Love Again,https://www.youtube.com/watch?v=VEqCFsystaw,445,soul,Unknown
FZApzeLXIvQ,Soul rare Groove 70s & 80s triple pack,https://www.youtube.com/watch?v=FZApzeLXIvQ,227,soul,Unknown
0j912VBYmnU,"The Cause - Promises, Promises [ASG] 1976 Sweet Soul 45",https://www.youtube.com/watch?v=0j912VBYmnU,17960,soul,Unknown
DBQWDbQv2w4,Rare Soul 45 Sky's The Limit - Dont Be Afraid,https://www.youtube.com/watch?v=DBQWDbQv2w4,366,soul,Unknown
xeGh18V0XDQ,GENERATIONS SOUL FUNK 70s,https://www.youtube.com/watch?v=xeGh18V0XDQ,1598,soul,Unknown
5BD3rQJjaLw,Hot Earth Band - Hard Times [Rekan] 70's Modern Soul Funk 45,https://www.youtube.com/watch?v=5BD3rQJjaLw,4566,soul,Unknown
O7bMhQUbSp0,Roger Sanchez Presents: Rare Soul (Julian Bendalls Afternoon Soul Edit Mix),https://www.youtube.com/watch?v=O7bMhQUbSp0,4192,soul,Unknown
YUjHLdwom0Y,One Step Beyond - I Don't Know What's Going On (1970s AMP Recordings),https://www.youtube.com/watch?v=YUjHLdwom0Y,666,unknown,Unknown
IehuwNyJ22w,Brothers Scott & Comp. Band - In The Beginning - Modern Soul Disco Rare Groove,https://www.youtube.com/watch?v=IehuwNyJ22w,1473,soul,Unknown
EV1StZZ3n7c,Vinyl Nights 4🎵70s & 80s Soul & Funk Groove Vibes – Don´t Be Shy,https://www.youtube.com/watch?v=EV1StZZ3n7c,454,soul,Unknown
j-2EjIgP65c,[Mini Mix]  Soul Style 70s (Part 2),https://www.youtube.com/watch?v=j-2EjIgP65c,2924,soul,Unknown
qjbK3T5vvzU,Rare Soul Ernie Marbray + 3,https://www.youtube.com/watch?v=qjbK3T5vvzU,13820,soul,Unknown
_UuGAdMiZm4,Smooth Soul Mixtape ~ 70s Groove (432Hz),https://www.youtube.com/watch?v=_UuGAdMiZm4,3041,soul,Unknown
yHYai5a_-fg,SAN FRANCISCO RARE SOUL RECORDS !!!   ( 12 minutes ),https://www.youtube.com/watch?v=yHYai5a_-fg,256,soul,Unknown
05t6IQdpUZM,Black Woman Soul- Funk Frequency | Rare Groove 79,https://www.youtube.com/watch?v=05t6IQdpUZM,1143,soul,Unknown
rFtAJxn9mtg,RARE GROOVE 70s - 3 IN THE MIX,https://www.youtube.com/watch?v=rFtAJxn9mtg,657,funk,Unknown
BYUalQgtGZU,"Johnny Mayes   Tell Me US Soul, Funk (1979)",https://www.youtube.com/watch?v=BYUalQgtGZU,369,soul,Unknown
hWPkDati0uw,🎵70s & 80s Soul & Funk Groove Vibes – Vinyl Nights #12 -  Pull Me Closer,https://www.youtube.com/watch?v=hWPkDati0uw,287,soul,Unknown
PbOJ0nAJIk4,Rare Soul Disco Junky Mix,https://www.youtube.com/watch?v=PbOJ0nAJIk4,275,soul,Unknown
nQauKTp5pjA,Lee Fields - I Wanna Dance (The Last Dance) - 70's Soul Funk - Rare And Great,https://www.youtube.com/watch?v=nQauKTp5pjA,2331,soul,Unknown
1u3yxMCHdB4,SWITCH  You pulled a switch  70s Soul,https://www.youtube.com/watch?v=1u3yxMCHdB4,2060,soul,Unknown
Lfhire0wB2A,Rare Soul Funk 45 Al Foster Band - Night Of The Wolf,https://www.youtube.com/watch?v=Lfhire0wB2A,295,soul,Unknown
B_1mkK4cXJA,Groove Junkies Choice Cut  ( Peabo Bryson - Smile ) MODERN 70S SOUL,https://www.youtube.com/watch?v=B_1mkK4cXJA,1257,soul,Unknown
NFmtGCT1U3k,Rare Modern Soul 12 The Harden Brothers   Deep Inside Of You,https://www.youtube.com/watch?v=NFmtGCT1U3k,449,soul,Unknown
i1aNQLf3MrA,Rare Soul Disco Funk Monsta - Give Me Something,https://www.youtube.com/watch?v=i1aNQLf3MrA,400,soul,Unknown
Byboj-W20Oo,"Rare  SOUL - Morning, Noon & Night - Movin' on down the line.",https://www.youtube.com/watch?v=Byboj-W20Oo,331,soul,Unknown
BjGB0iPwvvg,Do you miss 70s–80s?🎵Soul/Funk Groove/R&B Night Vibes Inspired | I Need You Here,https://www.youtube.com/watch?v=BjGB0iPwvvg,553,soul,Unknown
gVFnp281kx8,Rare Nigerian Soul 1981,https://www.youtube.com/watch?v=gVFnp281kx8,2776,soul,Unknown
EAObS1XALPI,Classic Northern Soul  Rare 1960's Original Vinyl,https://www.youtube.com/watch?v=EAObS1XALPI,3835,soul,Unknown
2HPg8mBg3w8,Let Me Take Your Hurt Away | 70s Chicago Soul Ballad (Montclairs Style),https://www.youtube.com/watch?v=2HPg8mBg3w8,123,soul,Unknown
UDb3aY1dajs,Musicdawn Show - 7 Sides Of Funk - 70's Soul Funk 45's Mix 2017,https://www.youtube.com/watch?v=UDb3aY1dajs,2978,soul,Unknown
c-YB0dracgg,JAY DEE  Games and funky things (Instr.) 70s Soul,https://www.youtube.com/watch?v=c-YB0dracgg,6130,soul,Unknown
90dwhU-sKkI,The Friendly Gospel Singers - Witness (Rare 1970s Soul),https://www.youtube.com/watch?v=90dwhU-sKkI,18,soul,Unknown
ulV8MdW6bWw,The Sensational New Harmony Four — Lifes Ocean / Witness (1970s Deep Soul Gospel) FULL SINGLE,https://www.youtube.com/watch?v=ulV8MdW6bWw,687,soul,Unknown
I2-xeJFuTrI,Rare Soul Boogie Funk 45 Popsicles - These Are The Good Times,https://www.youtube.com/watch?v=I2-xeJFuTrI,552,funk,Unknown
ML37-Vy3Jac,RARE SOUL FUNK - Doin Alright,https://www.youtube.com/watch?v=ML37-Vy3Jac,745,soul,Unknown
2zAMiD5UUSM,Rare Modern Soul Boogie 45 Bill - Space Lady,https://www.youtube.com/watch?v=2zAMiD5UUSM,920,funk,Unknown
jqv_M2JBNKI,Do you miss 70s–80s?🎵Soul/Funk Groove/R&B Night Vibes Inspired | Just Not Warm,https://www.youtube.com/watch?v=jqv_M2JBNKI,557,soul,Unknown
ert0z3NAT60,Winfield Parker - I Wanna Be With You - 70's Modern Soul Disco Rare Groove,https://www.youtube.com/watch?v=ert0z3NAT60,851,soul,Unknown
frJeZ3u2mU8,Frank Tenella & The Years People Band — You Came Along (...) [1970 - Odex Records - 133-OR-1067],https://www.youtube.com/watch?v=frJeZ3u2mU8,36,unknown,Unknown
DiIEtxFUTpc,GENERATIONS SOUL FUNK 70s,https://www.youtube.com/watch?v=DiIEtxFUTpc,887,soul,Unknown
Kncpi8iMcgk,Great Modern Soul Disco Lp Elizabeth - Melody's In My Heart,https://www.youtube.com/watch?v=Kncpi8iMcgk,143,soul,Unknown
ccF5mo-e3jM,RARE SOUL: THE THOMPSONS - Message - 1975,https://www.youtube.com/watch?v=ccF5mo-e3jM,15820,soul,Unknown
TvLLD_3mqsI,Lena Love – Love Ain’t Never Been This Good ❤️ | 70s Soul Slow Jam Vibes,https://www.youtube.com/watch?v=TvLLD_3mqsI,102,soul,Unknown
yG_YCLWJEq0,Love Committee - I Wanna Make Love To You [Love Committee] (Rare Groove / Ols Skool) 1980,https://www.youtube.com/watch?v=yG_YCLWJEq0,919,funk,Unknown
Pf6DJSQbiRc,RARE GROOVE SOUL N FUNKY - 3 IN THE MIX,https://www.youtube.com/watch?v=Pf6DJSQbiRc,483,soul,Unknown
ny2jpGaDw6o,Just One More Try - Rare Groove 80s | Midnight Romance,https://www.youtube.com/watch?v=ny2jpGaDw6o,14021,funk,Unknown
pm9-fJsDlvk,80s RARE GROOVE CLASSIC,https://www.youtube.com/watch?v=pm9-fJsDlvk,3506,unknown,Unknown
79bNYCBkqZk,RARE GROOVE - IT'S IN THE MIX 2,https://www.youtube.com/watch?v=79bNYCBkqZk,512,funk,Unknown
U7IidlNWYFs,RARE GROOVE - SLOW JAMS IN THE MIX,https://www.youtube.com/watch?v=U7IidlNWYFs,1386,funk,Unknown
CCSVpxiTUas,RARE GROOVE - IN THE MIX - 70s & 80s SOUL FUNK,https://www.youtube.com/watch?v=CCSVpxiTUas,1843,soul,Unknown
hVHdH_eh8go,"Executive Funk – The Groove Is On | 1980 Boogie, Disco, R&B, Soul",https://www.youtube.com/watch?v=hVHdH_eh8go,3681,funk,Unknown
2XTaY7fWkoo,Tell Me What's Real - 80s Rare Groove | After Hours Feeling,https://www.youtube.com/watch?v=2XTaY7fWkoo,705,funk,Unknown
H71vAGcjiag,RARE GROOVE MIX SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S SOUL PIRATE,https://www.youtube.com/watch?v=H71vAGcjiag,5338,funk,Unknown
JDgXEIFpan0,Talk To Me About Love - Rare Groove 80s | Slow Burning Love,https://www.youtube.com/watch?v=JDgXEIFpan0,1284,funk,Unknown
U6LCDsvHsN8,DON'T WANNA BE LONELY - T.LIFE. SOUL/FUNK/RARE GROOVE/80S,https://www.youtube.com/watch?v=U6LCDsvHsN8,2368,soul,Unknown
OXQwXlZR47A,🎶 Deep Funk & Rare Groove 3 Essential Tracks 1980,https://www.youtube.com/watch?v=OXQwXlZR47A,55,funk,Unknown
C7cn2KcXxY8,SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S RARE GROOVE,https://www.youtube.com/watch?v=C7cn2KcXxY8,1259,funk,Unknown
13vV5bbXaEE,THE FUNKY BIZ MIX - 70s & 80s Rare Groove - 4 In A Row,https://www.youtube.com/watch?v=13vV5bbXaEE,872,funk,Unknown
P-Ba-EzRgQw,RARE GROOVE MIX SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=P-Ba-EzRgQw,4399,funk,Unknown
9gRXRpc4Zx4,SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S RARE GROOVE,https://www.youtube.com/watch?v=9gRXRpc4Zx4,3639,funk,Unknown
C_ynh6grMyI,"80s Soul Music Mix (10 Mins) | Rare Groove, Soul Classics & Vinyl Vibes",https://www.youtube.com/watch?v=C_ynh6grMyI,732,soul,Unknown
QJunliUNUWI,RARE GROOVE MIX SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=QJunliUNUWI,2205,funk,Unknown
yOJg9y0vjYs,Rare Groove I level  In the sands,https://www.youtube.com/watch?v=yOJg9y0vjYs,5314,unknown,Unknown
UK0HVbQnC2Q,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=UK0HVbQnC2Q,704,funk,Unknown
MfWq0KdhSL0,Crate Diggers Ep#2 | 80s Soul Funk Disco R&B  | Vinyl Record collection,https://www.youtube.com/watch?v=MfWq0KdhSL0,18275,funk,Unknown
yvZ_mfcS9g4,FUNKY-DISCO- BOOGIE- DANCE- RARE GROOVE 80s  #13Funk80  Mixed By Tony Liberati,https://www.youtube.com/watch?v=yvZ_mfcS9g4,701,disco,Unknown
iC6wsBzlal4,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=iC6wsBzlal4,1082,funk,Unknown
TH9lTEPYlhY,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=TH9lTEPYlhY,2545,funk,Unknown
PaOcGsO-IZw,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=PaOcGsO-IZw,1455,funk,Unknown
fntePr0u7xM,Rare Groove & Old Skool (Neofunkyman's 4 of the Best) [Lyrics],https://www.youtube.com/watch?v=fntePr0u7xM,2171,funk,Unknown
WtdpbSZNwmQ,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=WtdpbSZNwmQ,4555,funk,Unknown
IUxa6QKArt8,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=IUxa6QKArt8,11228,funk,Unknown
uO-2pqFrWgs,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=uO-2pqFrWgs,1093,funk,Unknown
tChKDV8xhTU,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=tChKDV8xhTU,2324,funk,Unknown
qGN-YYPHg1g,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=qGN-YYPHg1g,3856,funk,Unknown
DldAD-XaUXQ,FUNKY-DISCO- BOOGIE- DANCE - RARE GROOVE 80s #15Funk80  Mixed By Tony Liberati,https://www.youtube.com/watch?v=DldAD-XaUXQ,1433,disco,Unknown
WOyiP7fO5Hg,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=WOyiP7fO5Hg,769,funk,Unknown
E_RnJU8Upvg,Ode to my Wife [Aliya] (Epic 80s Raregroove Mix),https://www.youtube.com/watch?v=E_RnJU8Upvg,462,unknown,Unknown
xqGeIrcBvRQ,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=xqGeIrcBvRQ,2939,funk,Unknown
ktHNzL_a1mQ,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=ktHNzL_a1mQ,1484,funk,Unknown
N8wRba_vVy4,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=N8wRba_vVy4,1309,funk,Unknown
Y4E2AGHSuWs,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=Y4E2AGHSuWs,1494,funk,Unknown
gSY5Zt-NRIo,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=gSY5Zt-NRIo,10466,funk,Unknown
iLvG5Tkcslk,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=iLvG5Tkcslk,3507,funk,Unknown
DIZ6XQWV8MU,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=DIZ6XQWV8MU,1050,funk,Unknown
fCNgOJkDtzw,FUNKY-DISCO BOOGIE- DANCE- RARE GROOVE 80s #3Funk80  Mixed By Tony Liberati,https://www.youtube.com/watch?v=fCNgOJkDtzw,474,disco,Unknown
Rm3FMDI-o5U,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=Rm3FMDI-o5U,932,funk,Unknown
ZtH2pWFQRAY,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=ZtH2pWFQRAY,766,funk,Unknown
15d8a7Mt3TM,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=15d8a7Mt3TM,2034,funk,Unknown
rU2SNdNkVDA,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=rU2SNdNkVDA,1330,funk,Unknown
HIBOQhCzsog,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=HIBOQhCzsog,3514,funk,Unknown
Jw60xZ3olxA,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=Jw60xZ3olxA,6890,funk,Unknown
32RYu6IbYUA,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=32RYu6IbYUA,2102,funk,Unknown
dYO8zlA7bbw,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=dYO8zlA7bbw,1050,funk,Unknown
R5kcG7PAcOU,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=R5kcG7PAcOU,6866,funk,Unknown
WAp_-lV0Qz0,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=WAp_-lV0Qz0,1426,funk,Unknown
JxY0XWBOUZU,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=JxY0XWBOUZU,2098,funk,Unknown
jVODSKSrZ1o,80s jazzfunk n rare groove classic CD and vynle live and direct,https://www.youtube.com/watch?v=jVODSKSrZ1o,42,funk,Unknown
EooPpHkJnTI,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=EooPpHkJnTI,6585,funk,Unknown
SbV-ERWd8Qo,STREET SOUNDS FUNK SOUL BOOGIE RARE GROOVE LONDON PIRATE RADIO HORIZON SOLAR JFM LWR STREETSOUNDS,https://www.youtube.com/watch?v=SbV-ERWd8Qo,5452,funk,Unknown
jGmz8CqhV74,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=jGmz8CqhV74,494,funk,Unknown
6807aMgS8uw,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=6807aMgS8uw,6477,funk,Unknown
CkYl8fgd8rQ,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=CkYl8fgd8rQ,633,funk,Unknown
10L0eoaX2ms,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=10L0eoaX2ms,2666,funk,Unknown
KvBsCVj4Zug,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=KvBsCVj4Zug,3122,funk,Unknown
_RQ0U6Sm-2U,SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S RARE GROOVE,https://www.youtube.com/watch?v=_RQ0U6Sm-2U,2432,funk,Unknown
UVhGR6QuGHY,3 MORE RARE GROOVE FUNK TUNES 70'S 80'S BOOGIE FILA ELLESSE,https://www.youtube.com/watch?v=UVhGR6QuGHY,39342,funk,Unknown
5LhCx1Txbl0,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=5LhCx1Txbl0,2275,funk,Unknown
Jmh5cF_W3XU,SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S RARE GROOVE,https://www.youtube.com/watch?v=Jmh5cF_W3XU,1666,funk,Unknown
UNPsWSgZcb0,80s GROOVE (Anton Mix) Rare Groove,https://www.youtube.com/watch?v=UNPsWSgZcb0,1650,unknown,Unknown
Jxmg5aGGjl0,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=Jxmg5aGGjl0,2469,funk,Unknown
PYMZuy_TiSE,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=PYMZuy_TiSE,10924,funk,Unknown
UAx0kW8byuk,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=UAx0kW8byuk,1316,funk,Unknown
_H34bP454gU,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=_H34bP454gU,2181,funk,Unknown
tteHFKFD9Zg,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=tteHFKFD9Zg,702,funk,Unknown
zWvciYnkXXY,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=zWvciYnkXXY,3545,funk,Unknown
OU6PvIBHwRs,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=OU6PvIBHwRs,2084,funk,Unknown
yQW-2p9qdBA,STREET SOUNDS FUNK SOUL BOOGIE RARE GROOVE LONDON PIRATE RADIO HORIZON SOLAR JFM LWR STREETSOUNDS,https://www.youtube.com/watch?v=yQW-2p9qdBA,4997,funk,Unknown
KwMZ1n62r38,SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S RARE GROOVE,https://www.youtube.com/watch?v=KwMZ1n62r38,2379,funk,Unknown
SPuL337TZ1s,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=SPuL337TZ1s,1487,funk,Unknown
viuzNxRx0j8,SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S RARE GROOVE,https://www.youtube.com/watch?v=viuzNxRx0j8,2775,funk,Unknown
cPHYVSRUYCg,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=cPHYVSRUYCg,1338,funk,Unknown
Ap1WkoDn_Ac,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=Ap1WkoDn_Ac,512,funk,Unknown
CKeI8h8O_8g,SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S RARE GROOVE,https://www.youtube.com/watch?v=CKeI8h8O_8g,3566,funk,Unknown
EOPa4NKdAc0,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=EOPa4NKdAc0,980,funk,Unknown
jvcYMv79Y_g,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=jvcYMv79Y_g,1567,funk,Unknown
yjwRs6cJ7Yo,SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S RARE GROOVE,https://www.youtube.com/watch?v=yjwRs6cJ7Yo,1818,funk,Unknown
MPg3OeBoUnM,SLOW JAM VOL 2 STREET SOUNDS FUNK SOUL BOOGIE RARE GROOVE LONDON PIRATE RADIO HORIZON,https://www.youtube.com/watch?v=MPg3OeBoUnM,8135,funk,Unknown
bk0680Fggak,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=bk0680Fggak,2665,funk,Unknown
tqI80iyFYvQ,SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S RARE GROOVE,https://www.youtube.com/watch?v=tqI80iyFYvQ,1515,funk,Unknown
7Sey-nDmMZs,RARE GROOVE SOUL FUNK BOOGIE LONDON PIRATE RADIO HORIZON JFM LWR 92.5 1980'S,https://www.youtube.com/watch?v=7Sey-nDmMZs,4127,funk,Unknown
